"Position[X] (m)","Position[Y] (m)","Position[Z] (m)","Velocity[i] (m/s)","Velocity[j] (m/s)","Vorticity[k] (/s)","Pressure (Pa)","X (m)","Y (m)","Z (m)"
6.2831853071795862,2.5806722210586219e-16,0.0050000000000000001,-0.3555650715672401,0.18299661581874585,0.16255977385013087,-0.45657942935270057,6.2831853071795862,2.5806722210586219e-16,0.0050000000000000001
0.062829903424360567,0.062829903424360567,0.0049999999999234355,-0.19094547351751168,0.25688977447543426,-1.1074142067159498,34.096734039406336,0.062829903424360567,0.062829903424360567,0.0049999999999234355
0.12566177639051801,0.062829923318722156,0.004999999999924217,-0.17647832088600451,0.29277622144899479,-1.7633286775435695,15.331678270567565,0.12566177639051801,0.062829923318722156,0.004999999999924217
0.18849364935667545,0.062829943213083744,0.0049999999999249976,-0.16822969766214907,0.26887766656198037,-2.6410482423512129,-5.7033480415953814,0.18849364935667545,0.062829943213083744,0.0049999999999249976
0.25132552232283295,0.062829963107445333,0.0049999999999257791,-0.16411406354210442,0.18338704415851642,-3.3023432961527508,-22.340495372141895,0.25132552232283295,0.062829963107445333,0.0049999999999257791
0.31415739528899039,0.062829983001806922,0.0049999999999265606,-0.16310776117788495,0.062243465497731618,-3.7052531905776211,-30.160664463669498,0.31415739528899039,0.062829983001806922,0.0049999999999265606
0.37698926825514784,0.062830002896168496,0.0049999999999273412,-0.16532151771757955,-0.065211775967087646,-3.3484828140184018,-28.159564302902325,0.37698926825514784,0.062830002896168496,0.0049999999999273412
0.43982114122130533,0.062830022790530085,0.0049999999999281227,-0.1649556056264963,-0.15988254947384561,-2.1743598133581141,-18.473139256878511,0.43982114122130533,0.062830022790530085,0.0049999999999281227
0.50265301418746278,0.062830042684891674,0.0049999999999289042,-0.15751970031697465,-0.20013222928186353,-0.63084152078182676,-6.9412147769556523,0.50265301418746278,0.062830042684891674,0.0049999999999289042
0.56548488715362022,0.062830062579253262,0.0049999999999296857,-0.14371226196544326,-0.14433548161536436,0.82979026743449968,1.8344895962192862,0.56548488715362022,0.062830062579253262,0.0049999999999296857
0.62831676011977766,0.062830082473614851,0.0049999999999304672,-0.16291181300321833,-0.046115486040220449,0.57656532688314099,3.4524254685598423,0.62831676011977766,0.062830082473614851,0.0049999999999304672
0.6911486330859351,0.06283010236797644,0.0049999999999312478,-0.27961109770949827,0.0042049220296747278,-1.0659488263138879,-14.045580070554411,0.6911486330859351,0.06283010236797644,0.0049999999999312478
